priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
Critical,DOC-10446,Non-Disclosure Agreement - DOC-10446,NDA,Supply Chain,CHI-01,OWN-015,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10446,Non-Disclosure Agreement - DOC-10446,NDA,Supply Chain,CHI-01,OWN-015,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10454,Service Contract Agreement - DOC-10454,Contract,Compliance,MTY-01,OWN-025,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10454,Service Contract Agreement - DOC-10454,Contract,Compliance,MTY-01,OWN-025,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10497,Non-Disclosure Agreement - DOC-10497,NDA,Quality,CHI-02,OWN-019,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10501,Operational Work Instruction - DOC-10501,Work Instruction,Compliance,CHI-01,OWN-004,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10501,Operational Work Instruction - DOC-10501,Work Instruction,Compliance,CHI-01,OWN-004,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk
Critical,DOC-10503,Quality Inspection Record - DOC-10503,Quality Record,Program Management,QRO-01,OWN-038,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10503,Quality Inspection Record - DOC-10503,Quality Record,Program Management,QRO-01,OWN-038,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10515,Operational Work Instruction - DOC-10515,Work Instruction,Program Management,QRO-01,OWN-021,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10515,Operational Work Instruction - DOC-10515,Work Instruction,Program Management,QRO-01,OWN-021,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10529,Standard Operating Procedure - DOC-10529,SOP,Compliance,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10529,Standard Operating Procedure - DOC-10529,SOP,Compliance,CHI-02,OWN-024,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10573,Standard Operating Procedure - DOC-10573,SOP,Compliance,QRO-01,OWN-043,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10573,Standard Operating Procedure - DOC-10573,SOP,Compliance,QRO-01,OWN-043,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10579,Standard Operating Procedure - DOC-10579,SOP,Quality,MTY-01,OWN-021,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10579,Standard Operating Procedure - DOC-10579,SOP,Quality,MTY-01,OWN-021,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10587,Quality Inspection Record - DOC-10587,Quality Record,Finance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10587,Quality Inspection Record - DOC-10587,Quality Record,Finance,QRO-01,OWN-036,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10621,Quality Inspection Record - DOC-10621,Quality Record,Compliance,CHI-01,OWN-018,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10621,Quality Inspection Record - DOC-10621,Quality Record,Compliance,CHI-01,OWN-018,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10650,Quality Inspection Record - DOC-10650,Quality Record,Quality,MTY-01,OWN-040,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10650,Quality Inspection Record - DOC-10650,Quality Record,Quality,MTY-01,OWN-040,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10654,Quality Inspection Record - DOC-10654,Quality Record,Quality,QRO-01,OWN-047,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10654,Quality Inspection Record - DOC-10654,Quality Record,Quality,QRO-01,OWN-047,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk
Critical,DOC-10661,Regulatory Compliance Document - DOC-10661,Compliance Document,Supply Chain,QRO-01,OWN-008,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10661,Regulatory Compliance Document - DOC-10661,Compliance Document,Supply Chain,QRO-01,OWN-008,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10673,Regulatory Compliance Document - DOC-10673,Compliance Document,Quality,ELP-01,OWN-028,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10673,Regulatory Compliance Document - DOC-10673,Compliance Document,Quality,ELP-01,OWN-028,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10692,Service Contract Agreement - DOC-10692,Contract,Finance,ELP-01,OWN-038,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10692,Service Contract Agreement - DOC-10692,Contract,Finance,ELP-01,OWN-038,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10716,Standard Operating Procedure - DOC-10716,SOP,Finance,QRO-01,OWN-036,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10716,Standard Operating Procedure - DOC-10716,SOP,Finance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10722,Service Contract Agreement - DOC-10722,Contract,Finance,CHI-01,OWN-047,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10722,Service Contract Agreement - DOC-10722,Contract,Finance,CHI-01,OWN-047,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk
