document_id,document_type,document_title,business_area,plant,owner_id,status,version,effective_date,expiration_date,last_review_date,next_review_date,approval_status,confidentiality_level,file_reference,created_date,updated_date
DOC-10338,Quality Record,Quality Inspection Record - DOC-10338,Finance,ELP-01,OWN-001,Active,v1.7,2023-11-05,2024-07-22,2024-08-13,2025-07-16,Pending,Internal,SAP/DOCS/DOC-10338.pdf,2023-10-28,2024-11-12
DOC-10339,Work Instruction,Operational Work Instruction - DOC-10339,Operations,QRO-01,OWN-026,Draft,v1.8,2024-11-07,2025-11-09,2025-08-25,2026-05-03,Approved,Confidential,SAP/DOCS/DOC-10339.pdf,2024-10-06,2025-12-14
DOC-10340,NDA,Non-Disclosure Agreement - DOC-10340,Quality,MTY-01,OWN-045,Active,v1.0,2025-07-21,2026-07-14,2026-04-11,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10340.pdf,2025-06-07,2027-04-29
DOC-10341,Quality Record,Quality Inspection Record - DOC-10341,,MTY-01,OWN-017,Active,v5.5,2025-05-12,2026-07-31,2025-09-14,,Approved,Internal,SAP/DOCS/DOC-10341.pdf,2025-04-02,2026-04-12
DOC-10342,Work Instruction,Operational Work Instruction - DOC-10342,Program Management,CHI-02,OWN-012,Active,v2.1,2025-05-18,2026-12-29,2025-11-07,2026-08-29,Approved,Restricted,SAP/DOCS/DOC-10342.pdf,2025-04-24,2026-01-26
DOC-10343,Quality Record,Quality Inspection Record - DOC-10343,Program Management,MTY-01,OWN-001,Active,v5.8,2025-05-25,2026-04-19,2025-09-08,2026-07-06,Approved,Internal,SAP/DOCS/DOC-10343.pdf,2025-05-12,2026-04-01
DOC-10344,SOP,Standard Operating Procedure - DOC-10344,Compliance,ELP-01,OWN-011,Active,v4.1,2026-06-02,2028-01-10,2026-08-21,2027-08-12,Approved,Confidential,SAP/DOCS/DOC-10344.pdf,2026-05-29,2027-09-02
DOC-10345,SOP,Standard Operating Procedure - DOC-10345,Finance,QRO-01,OWN-027,Active,v5.3,2026-06-19,2027-09-05,2027-01-11,2027-07-15,Approved,Restricted,SAP/DOCS/DOC-10345.pdf,2026-05-14,2027-12-26
DOC-10346,Contract,Service Contract Agreement - DOC-10346,Operations,CHI-02,OWN-050,Active,v4.9,2024-11-18,2025-08-31,2025-09-05,2026-07-06,Pending,Restricted,SAP/DOCS/DOC-10346.pdf,2024-10-26,2025-08-16
DOC-10347,Contract,Service Contract Agreement - DOC-10347,Engineering,ELP-01,OWN-026,Expired,,2025-03-10,2027-06-14,2026-02-16,2027-01-08,Pending,Public,SAP/DOCS/DOC-10347.pdf,2025-02-11,2025-10-03
DOC-10348,Compliance Document,Regulatory Compliance Document - DOC-10348,Operations,CHI-02,OWN-029,Active,v5.8,2024-10-30,2027-02-17,2025-06-19,2026-02-23,Pending,Restricted,SAP/DOCS/DOC-10348.pdf,2024-09-21,2025-12-27
DOC-10349,Contract,Service Contract Agreement - DOC-10349,Operations,QRO-01,OWN-048,Draft,v1.1,2023-12-21,2026-04-26,2024-05-27,2025-05-21,Approved,Internal,SAP/DOCS/DOC-10349.pdf,2023-12-05,2024-02-09
DOC-10350,NDA,Non-Disclosure Agreement - DOC-10350,Quality,ELP-01,OWN-040,Active,v4.4,2025-07-18,2026-04-09,2025-10-09,2026-06-13,Approved,Confidential,SAP/DOCS/DOC-10350.pdf,2025-06-14,2026-02-04
DOC-10351,Work Instruction,Operational Work Instruction - DOC-10351,Engineering,QRO-01,OWN-043,Expired,v4.7,2024-01-20,2025-01-08,2024-03-04,2024-09-08,Approved,Restricted,SAP/DOCS/DOC-10351.pdf,2023-12-17,2025-06-23
DOC-10352,Work Instruction,Operational Work Instruction - DOC-10352,Compliance,QRO-01,OWN-041,Active,v4.8,2026-04-13,2028-06-06,2027-03-14,2028-01-04,Pending,Restricted,SAP/DOCS/DOC-10352.pdf,2026-04-01,2028-01-17
DOC-10353,SOP,Standard Operating Procedure - DOC-10353,Finance,CHI-02,OWN-020,Pending Approval,v3.0,2026-01-08,2027-02-24,2026-03-24,2027-01-11,Approved,Internal,SAP/DOCS/DOC-10353.pdf,2025-12-04,2025-12-05
DOC-10354,SOP,Standard Operating Procedure - DOC-10354,Program Management,CHI-01,OWN-020,Active,v3.9,2026-03-24,2026-02-22,2026-12-30,2027-10-28,Approved,Internal,SAP/DOCS/DOC-10354.pdf,2026-03-23,2026-11-15
DOC-10355,Quality Record,Quality Inspection Record - DOC-10355,Supply Chain,MTY-01,OWN-011,Active,v4.3,2025-08-19,2027-05-08,2026-04-08,2026-12-07,Pending,Confidential,SAP/DOCS/DOC-10355.pdf,2025-07-14,2026-04-10
DOC-10356,Compliance Document,Regulatory Compliance Document - DOC-10356,Compliance,MTY-01,OWN-027,Active,v2.4,2024-10-19,2027-02-10,2025-08-17,2026-04-22,Approved,Public,SAP/DOCS/DOC-10356.pdf,2024-09-30,2025-01-22
DOC-10357,Quality Record,Quality Inspection Record - DOC-10357,Quality,MTY-01,OWN-004,Active,v1.4,2026-01-07,2027-05-30,2026-02-15,2026-09-21,Missing,Public,SAP/DOCS/DOC-10357.pdf,2025-12-25,2026-09-27
DOC-10358,Compliance Document,Regulatory Compliance Document - DOC-10358,,CHI-01,OWN-022,Active,v4.5,2023-10-04,2024-04-16,2024-07-12,2025-03-04,Approved,Confidential,SAP/DOCS/DOC-10358.pdf,2023-09-24,2025-01-11
DOC-10359,SOP,Standard Operating Procedure - DOC-10359,Supply Chain,CHI-02,OWN-035,Active,v3.6,2024-01-21,2025-04-17,2024-09-07,2025-03-24,Missing,Restricted,SAP/DOCS/DOC-10359.pdf,2024-01-17,2024-01-30
DOC-10360,Work Instruction,Operational Work Instruction - DOC-10360,Compliance,ELP-01,OWN-048,Obsolete,v2.7,2025-10-02,2026-05-04,2026-02-10,2026-12-04,Pending,Internal,SAP/DOCS/DOC-10360.pdf,2025-09-16,2026-10-20
DOC-10361,SOP,Standard Operating Procedure - DOC-10361,Quality,MTY-01,OWN-031,Active,v1.3,2023-07-24,2025-07-06,2023-10-24,2024-06-24,Approved,Internal,SAP/DOCS/DOC-10361.pdf,2023-06-18,2023-10-12
DOC-10362,SOP,Standard Operating Procedure - DOC-10362,Engineering,CHI-01,OWN-001,Active,v4.9,2024-11-16,2025-09-14,2025-07-06,2026-03-05,Missing,Confidential,SAP/DOCS/DOC-10362.pdf,2024-10-09,2025-03-17
DOC-10363,Contract,Service Contract Agreement - DOC-10363,Operations,CHI-02,OWN-004,Active,v5.1,2023-11-10,2026-01-31,2024-05-31,2025-05-06,Approved,Confidential,SAP/DOCS/DOC-10363.pdf,2023-09-27,2024-02-03
DOC-10364,SOP,Standard Operating Procedure - DOC-10364,Finance,ELP-01,OWN-025,Pending Approval,v1.7,2025-04-02,2026-04-14,2025-05-12,2026-05-03,Approved,Internal,SAP/DOCS/DOC-10364.pdf,2025-03-04,2026-05-27
DOC-10365,Quality Record,Quality Inspection Record - DOC-10365,Supply Chain,QRO-01,OWN-021,Expired,v5.8,2024-05-22,2025-05-28,2025-03-26,2025-12-20,Pending,Internal,SAP/DOCS/DOC-10365.pdf,2024-04-15,2024-09-27
DOC-10366,Contract,Service Contract Agreement - DOC-10366,Program Management,ELP-01,OWN-050,Active,v2.0,2024-10-18,2026-04-26,2025-07-07,2026-01-03,Approved,Internal,SAP/DOCS/DOC-10366.pdf,2024-09-13,2026-06-10
DOC-10367,Quality Record,Quality Inspection Record - DOC-10367,Engineering,MTY-01,OWN-034,Active,v2.9,2023-09-12,2025-09-12,2024-04-27,,Approved,Confidential,SAP/DOCS/DOC-10367.pdf,2023-07-31,2024-05-16
DOC-10368,Compliance Document,Regulatory Compliance Document - DOC-10368,Supply Chain,CHI-01,OWN-009,Active,v1.7,2023-11-10,2026-03-13,2024-01-13,2024-07-22,Approved,Public,SAP/DOCS/DOC-10368.pdf,2023-10-07,2024-04-21
DOC-10369,Quality Record,Quality Inspection Record - DOC-10369,Supply Chain,,OWN-045,Active,v2.9,2025-07-09,2025-08-31,2026-05-04,2027-04-08,Approved,Public,SAP/DOCS/DOC-10369.pdf,2025-05-27,2025-08-08
DOC-10370,Compliance Document,Regulatory Compliance Document - DOC-10370,Engineering,QRO-01,OWN-036,Active,v3.0,2023-10-03,2026-01-14,2023-12-03,2024-08-31,Pending,Restricted,,2023-09-03,2025-05-27
DOC-10371,NDA,Non-Disclosure Agreement - DOC-10371,Compliance,CHI-02,OWN-007,Obsolete,v2.3,2024-12-10,2026-01-15,2025-10-01,2026-04-23,Pending,Internal,SAP/DOCS/DOC-10371.pdf,2024-12-05,2026-05-28
DOC-10372,Quality Record,Quality Inspection Record - DOC-10372,Quality,CHI-02,OWN-050,Expired,v4.6,2024-04-29,2026-05-20,2024-12-27,2025-07-22,Approved,Internal,SAP/DOCS/DOC-10372.pdf,2024-03-24,2024-07-09
DOC-10373,Quality Record,Quality Inspection Record - DOC-10373,,MTY-01,OWN-029,Active,v5.5,2025-03-27,2026-03-03,2026-01-24,2026-12-23,Missing,Restricted,SAP/DOCS/DOC-10373.pdf,2025-02-12,2026-02-28
DOC-10374,Compliance Document,Regulatory Compliance Document - DOC-10374,Operations,CHI-01,OWN-050,Active,v3.7,2024-09-03,2026-09-11,2025-01-20,2025-10-23,Approved,Confidential,SAP/DOCS/DOC-10374.pdf,2024-07-28,2025-10-30
DOC-10375,Compliance Document,Regulatory Compliance Document - DOC-10375,,ELP-01,OWN-020,Draft,v2.5,2024-12-04,2025-08-31,2025-09-25,2026-04-27,Approved,Restricted,SAP/DOCS/DOC-10375.pdf,2025-03-04,2024-11-18
DOC-10376,Quality Record,Quality Inspection Record - DOC-10376,Quality,ELP-01,OWN-030,Active,v3.9,2026-07-11,2027-06-14,2026-09-27,2027-04-04,Approved,Internal,SAP/DOCS/DOC-10376.pdf,2026-06-04,2027-02-15
DOC-10377,SOP,Standard Operating Procedure - DOC-10377,Compliance,ELP-01,,Active,v5.1,2025-07-26,2026-09-01,2025-10-03,2026-10-03,Pending,Internal,,2025-06-19,2027-02-19
DOC-10378,NDA,Non-Disclosure Agreement - DOC-10378,Compliance,MTY-01,OWN-028,Obsolete,v2.9,2025-05-19,2026-01-11,2025-12-06,2026-09-01,Approved,Restricted,SAP/DOCS/DOC-10378.pdf,2025-05-13,2025-05-25
DOC-10379,NDA,Non-Disclosure Agreement - DOC-10379,Program Management,QRO-01,OWN-021,Active,v1.6,2023-07-07,2025-07-08,2024-05-21,2024-12-25,Approved,Internal,SAP/DOCS/DOC-10379.pdf,2023-06-16,2024-09-15
DOC-10380,Quality Record,Quality Inspection Record - DOC-10380,Engineering,CHI-01,OWN-009,Active,,2024-07-18,2025-11-06,2025-03-06,2025-10-09,Approved,Internal,SAP/DOCS/DOC-10380.pdf,2024-06-20,2025-08-03
DOC-10381,Work Instruction,Operational Work Instruction - DOC-10381,Quality,CHI-02,OWN-032,Active,v5.9,2023-12-25,2025-10-27,2024-11-05,2025-06-23,Approved,Confidential,SAP/DOCS/DOC-10381.pdf,2023-12-16,2025-06-05
DOC-10382,NDA,Non-Disclosure Agreement - DOC-10382,Engineering,,OWN-008,Active,v3.3,2025-09-10,2028-02-08,2026-07-31,2027-02-18,Approved,Internal,SAP/DOCS/DOC-10382.pdf,2025-08-20,2026-07-15
DOC-10383,Compliance Document,Regulatory Compliance Document - DOC-10383,Quality,CHI-01,OWN-040,Active,v2.3,2024-12-18,2026-06-09,2025-11-28,2026-09-17,Approved,Public,SAP/DOCS/DOC-10383.pdf,2024-12-07,2025-12-25
DOC-10384,NDA,Non-Disclosure Agreement - DOC-10384,Engineering,CHI-02,OWN-022,Obsolete,v4.7,2024-09-11,2025-08-08,2025-03-07,2025-09-06,Approved,Internal,SAP/DOCS/DOC-10384.pdf,2024-08-02,2024-08-26
DOC-10385,Compliance Document,Regulatory Compliance Document - DOC-10385,Compliance,QRO-01,OWN-031,Active,v1.6,2024-06-18,2026-06-03,2024-11-27,2025-10-13,Missing,Restricted,SAP/DOCS/DOC-10385.pdf,2024-05-14,2026-01-01
DOC-10386,NDA,Non-Disclosure Agreement - DOC-10386,Engineering,ELP-01,OWN-004,Active,v1.6,2023-08-13,2024-09-01,2024-07-24,2025-03-30,Approved,Restricted,SAP/DOCS/DOC-10386.pdf,2023-07-25,2025-06-01
DOC-10387,NDA,Non-Disclosure Agreement - DOC-10387,Quality,CHI-02,OWN-007,Active,v5.8,2025-06-07,2026-12-28,2026-03-24,2027-03-20,Missing,Internal,SAP/DOCS/DOC-10387.pdf,2025-05-23,2025-08-22
DOC-10388,Quality Record,Quality Inspection Record - DOC-10388,Compliance,ELP-01,OWN-020,Pending Approval,v2.0,2026-05-17,2026-12-23,2026-10-20,2027-08-31,Approved,Internal,SAP/DOCS/DOC-10388.pdf,2026-05-15,2027-05-06
DOC-10389,SOP,Standard Operating Procedure - DOC-10389,Quality,CHI-02,OWN-017,Expired,v1.8,2024-08-21,2025-11-26,2024-10-21,2025-09-26,Rejected,Restricted,SAP/DOCS/DOC-10389.pdf,2024-07-19,2025-05-02
DOC-10390,SOP,Standard Operating Procedure - DOC-10390,Quality,MTY-01,OWN-040,Draft,v4.3,2024-01-05,2025-07-29,2024-10-27,2025-10-15,Rejected,Confidential,SAP/DOCS/DOC-10390.pdf,2023-12-30,2025-08-08
DOC-10391,SOP,Standard Operating Procedure - DOC-10391,Compliance,QRO-01,OWN-042,Pending Approval,v2.2,2025-02-24,2027-03-01,2025-06-01,2026-01-19,Approved,Internal,SAP/DOCS/DOC-10391.pdf,2025-01-26,2025-12-09
DOC-10392,Contract,Service Contract Agreement - DOC-10392,Program Management,CHI-02,OWN-005,Active,v1.2,2024-02-26,2026-03-25,2024-06-15,2025-03-03,Approved,Restricted,SAP/DOCS/DOC-10392.pdf,2024-01-15,2024-12-06
DOC-10393,Compliance Document,Regulatory Compliance Document - DOC-10393,Supply Chain,CHI-02,OWN-048,Draft,v3.2,2025-01-31,2026-09-24,2025-08-04,2026-05-24,Missing,Restricted,SAP/DOCS/DOC-10393.pdf,2025-03-04,2025-07-16
DOC-10394,Contract,Service Contract Agreement - DOC-10394,Quality,QRO-01,OWN-039,Active,v3.1,2024-10-29,2026-11-28,2025-10-07,2026-06-03,Approved,Confidential,SAP/DOCS/DOC-10394.pdf,2024-09-20,2026-01-22
DOC-10395,Quality Record,Quality Inspection Record - DOC-10395,Operations,,OWN-009,Active,v4.0,2025-05-09,2026-12-06,2026-02-14,2026-12-12,Approved,Internal,SAP/DOCS/DOC-10395.pdf,2025-04-27,2026-01-29
DOC-10396,Compliance Document,Regulatory Compliance Document - DOC-10396,Operations,CHI-01,OWN-040,Expired,v4.3,2024-05-26,2025-01-28,2024-09-23,2025-07-12,Approved,Internal,SAP/DOCS/DOC-10396.pdf,2024-05-12,2025-07-24
DOC-10397,Quality Record,Quality Inspection Record - DOC-10397,Operations,MTY-01,OWN-039,Obsolete,v1.8,2025-06-01,2027-01-05,2026-05-10,2027-04-01,Approved,Confidential,SAP/DOCS/DOC-10397.pdf,2025-05-11,2025-08-31
DOC-10398,NDA,Non-Disclosure Agreement - DOC-10398,Operations,MTY-01,OWN-036,Draft,,2024-09-11,2026-09-11,2025-05-01,2025-11-07,Approved,Confidential,SAP/DOCS/DOC-10398.pdf,2024-08-08,2025-06-03
DOC-10399,SOP,Standard Operating Procedure - DOC-10399,,CHI-01,OWN-040,Obsolete,v2.7,2024-11-28,2025-11-13,2025-08-01,2026-04-13,Missing,Confidential,SAP/DOCS/DOC-10399.pdf,2024-10-29,2026-08-22
DOC-10400,Compliance Document,Regulatory Compliance Document - DOC-10400,Compliance,CHI-02,OWN-026,Active,v2.7,2024-05-03,2026-10-12,2025-03-08,,Approved,Internal,SAP/DOCS/DOC-10400.pdf,2024-03-26,2025-11-21
DOC-10401,Work Instruction,Operational Work Instruction - DOC-10401,,MTY-01,OWN-047,Active,v4.5,2025-03-01,2027-06-23,2025-06-22,2026-06-20,Approved,Internal,SAP/DOCS/DOC-10401.pdf,2025-01-15,2025-04-13
DOC-10402,Compliance Document,Regulatory Compliance Document - DOC-10402,Program Management,CHI-02,OWN-025,Obsolete,v3.9,2026-03-15,2027-02-21,2026-10-24,2027-09-09,Approved,Internal,SAP/DOCS/DOC-10402.pdf,2026-02-03,2027-12-11
DOC-10403,Contract,Service Contract Agreement - DOC-10403,Quality,CHI-01,OWN-047,Draft,v2.1,2024-03-28,2025-11-27,2024-10-01,2025-06-17,Pending,Internal,SAP/DOCS/DOC-10403.pdf,2024-03-24,2024-08-06
DOC-10404,Quality Record,Quality Inspection Record - DOC-10404,Operations,MTY-01,OWN-001,Obsolete,v2.9,2023-05-18,2025-04-06,2024-02-27,2025-01-11,Approved,Internal,SAP/DOCS/DOC-10404.pdf,2023-04-18,2025-02-22
DOC-10405,Work Instruction,Operational Work Instruction - DOC-10405,Supply Chain,ELP-01,OWN-041,Active,v1.2,2023-04-22,2025-08-31,2023-10-11,2024-09-13,Approved,Confidential,SAP/DOCS/DOC-10405.pdf,2023-04-06,2023-09-05
DOC-10406,NDA,Non-Disclosure Agreement - DOC-10406,Compliance,ELP-01,OWN-022,Active,v4.2,2023-07-11,2025-08-20,2024-06-13,2025-02-24,Missing,Public,SAP/DOCS/DOC-10406.pdf,2023-05-29,2023-11-11
DOC-10407,Quality Record,Quality Inspection Record - DOC-10407,Program Management,MTY-01,OWN-003,Expired,v3.6,2026-05-30,2028-03-06,2027-04-21,2028-01-18,Approved,Internal,SAP/DOCS/DOC-10407.pdf,2026-05-18,2026-07-27
DOC-10408,Quality Record,Quality Inspection Record - DOC-10408,Supply Chain,QRO-01,OWN-034,Active,v2.9,2025-11-21,2026-09-21,2026-05-10,2027-01-29,Approved,Internal,SAP/DOCS/DOC-10408.pdf,2025-11-12,2026-01-11
DOC-10409,Compliance Document,Regulatory Compliance Document - DOC-10409,Finance,ELP-01,OWN-019,Active,v3.8,2026-03-17,2028-01-21,2027-02-19,2025-10-25,Approved,Confidential,SAP/DOCS/DOC-10409.pdf,2026-03-11,2027-10-21
DOC-10410,Contract,Service Contract Agreement - DOC-10410,Supply Chain,CHI-01,OWN-012,Expired,v3.3,2026-02-06,2028-05-13,2026-11-17,2027-09-19,Rejected,Internal,SAP/DOCS/DOC-10410.pdf,2026-01-03,2026-01-05
DOC-10411,Work Instruction,Operational Work Instruction - DOC-10411,Quality,ELP-01,OWN-003,Expired,v2.0,2023-12-04,2026-02-21,2024-08-02,2025-05-14,Approved,Confidential,SAP/DOCS/DOC-10411.pdf,2023-11-20,2025-09-06
DOC-10412,SOP,Standard Operating Procedure - DOC-10412,Finance,CHI-01,OWN-050,Obsolete,v3.6,2025-01-02,2026-12-01,2025-11-09,2026-07-29,Approved,Confidential,SAP/DOCS/DOC-10412.pdf,2024-12-13,2026-07-19
DOC-10413,Contract,Service Contract Agreement - DOC-10413,Operations,MTY-01,,Active,v4.8,2025-03-29,2027-01-28,2025-12-26,2026-07-03,Approved,Internal,SAP/DOCS/DOC-10413.pdf,2025-02-13,2026-01-23
DOC-10414,Compliance Document,Regulatory Compliance Document - DOC-10414,Quality,ELP-01,OWN-035,Active,v3.5,2026-03-15,2028-04-11,2026-09-22,2027-08-10,Approved,Confidential,SAP/DOCS/DOC-10414.pdf,2026-02-23,2026-05-02
DOC-10415,NDA,Non-Disclosure Agreement - DOC-10415,Engineering,MTY-01,OWN-039,Active,v3.5,2025-06-10,2027-06-07,2025-10-02,2026-08-24,Approved,Confidential,SAP/DOCS/DOC-10415.pdf,2025-04-30,2025-06-02
DOC-10416,NDA,Non-Disclosure Agreement - DOC-10416,Operations,QRO-01,OWN-034,Active,v1.3,2024-08-15,2026-05-19,2025-02-15,2025-10-08,Approved,Internal,SAP/DOCS/DOC-10416.pdf,2024-07-22,2024-10-25
DOC-10417,NDA,Non-Disclosure Agreement - DOC-10417,Program Management,QRO-01,OWN-047,Active,v3.2,2026-01-21,2027-01-30,2026-08-13,2027-06-12,Missing,Internal,SAP/DOCS/DOC-10417.pdf,2026-01-11,2026-04-22
DOC-10418,Compliance Document,Regulatory Compliance Document - DOC-10418,Engineering,MTY-01,OWN-034,Draft,v1.9,2024-05-20,2026-03-01,2025-01-03,2025-12-31,Approved,Internal,SAP/DOCS/DOC-10418.pdf,2025-03-04,2024-08-15
DOC-10419,NDA,Non-Disclosure Agreement - DOC-10419,Program Management,MTY-01,OWN-014,Active,v3.8,2024-12-24,2027-02-03,2025-07-01,2026-06-09,Approved,Internal,SAP/DOCS/DOC-10419.pdf,2024-12-22,2025-11-14
DOC-10420,Compliance Document,Regulatory Compliance Document - DOC-10420,Engineering,ELP-01,OWN-040,Draft,v5.5,2024-02-03,2025-05-08,2024-05-01,2024-10-31,Approved,Internal,SAP/DOCS/DOC-10420.pdf,2025-03-04,2025-08-08
DOC-10421,Contract,Service Contract Agreement - DOC-10421,Supply Chain,MTY-01,OWN-020,Pending Approval,v4.0,2024-11-30,2026-02-03,2025-03-27,2025-10-11,Approved,Internal,SAP/DOCS/DOC-10421.pdf,2024-10-24,2025-03-07
DOC-10422,Compliance Document,Regulatory Compliance Document - DOC-10422,Engineering,ELP-01,OWN-012,Active,v4.9,2025-05-21,2026-02-13,2026-01-24,2026-10-31,Pending,Restricted,SAP/DOCS/DOC-10422.pdf,2025-05-17,2026-05-17
DOC-10423,Contract,Service Contract Agreement - DOC-10423,Engineering,MTY-01,OWN-006,Obsolete,v4.1,2026-03-26,2028-01-11,2027-02-09,2027-09-10,Pending,Restricted,SAP/DOCS/DOC-10423.pdf,2026-03-20,2027-06-30
DOC-10424,Work Instruction,Operational Work Instruction - DOC-10424,Operations,CHI-01,OWN-026,Active,v3.5,2024-07-04,2026-09-23,2024-12-13,2025-09-12,Approved,Restricted,SAP/DOCS/DOC-10424.pdf,2024-06-24,2025-10-02
DOC-10425,NDA,Non-Disclosure Agreement - DOC-10425,Program Management,,OWN-050,Active,v5.1,2025-04-12,2027-01-24,2025-08-07,2026-04-16,Approved,Confidential,SAP/DOCS/DOC-10425.pdf,2025-03-12,2026-05-02
DOC-10426,SOP,Standard Operating Procedure - DOC-10426,Operations,CHI-01,OWN-038,Expired,v5.2,2023-09-05,2025-08-30,2024-05-28,2025-03-06,Approved,Confidential,SAP/DOCS/DOC-10426.pdf,2023-08-16,2024-12-22
DOC-10427,SOP,Standard Operating Procedure - DOC-10427,Supply Chain,QRO-01,OWN-045,Active,v1.9,2025-09-19,2027-10-19,2026-04-12,2025-10-25,Approved,Confidential,SAP/DOCS/DOC-10427.pdf,2025-08-22,2027-01-03
DOC-10428,Quality Record,Quality Inspection Record - DOC-10428,Operations,CHI-01,OWN-026,Active,v5.6,2026-05-10,2028-02-04,2026-09-07,2027-05-23,Approved,Internal,SAP/DOCS/DOC-10428.pdf,2026-05-03,2027-04-04
DOC-10429,NDA,Non-Disclosure Agreement - DOC-10429,Operations,CHI-02,OWN-043,Active,v4.9,2024-02-09,2026-05-20,2024-03-10,2024-10-13,Missing,Restricted,SAP/DOCS/DOC-10429.pdf,2024-01-02,2025-08-16
DOC-10430,Contract,Service Contract Agreement - DOC-10430,Finance,QRO-01,OWN-046,Expired,v1.9,2025-01-20,2027-02-22,2025-07-24,2026-05-11,Missing,Internal,SAP/DOCS/DOC-10430.pdf,2024-12-31,2025-01-09
DOC-10431,Work Instruction,Operational Work Instruction - DOC-10431,Program Management,CHI-01,OWN-001,Draft,v3.1,2024-11-19,2026-05-31,2025-09-26,,Pending,Confidential,SAP/DOCS/DOC-10431.pdf,2024-11-15,2025-08-31
DOC-10432,Contract,Service Contract Agreement - DOC-10432,Quality,QRO-01,OWN-025,Active,v2.7,2025-07-19,2026-12-06,2026-03-01,2026-12-09,Approved,Internal,SAP/DOCS/DOC-10432.pdf,2025-06-08,2025-10-29
DOC-10433,Work Instruction,Operational Work Instruction - DOC-10433,Compliance,MTY-01,OWN-009,Draft,v1.2,2025-04-26,2026-03-29,2025-10-20,2026-10-06,Approved,Public,SAP/DOCS/DOC-10433.pdf,2025-03-30,2026-08-11
DOC-10434,Contract,Service Contract Agreement - DOC-10434,Engineering,CHI-02,OWN-040,Active,v5.7,2025-08-21,2025-08-31,2026-07-26,2027-05-10,Approved,Internal,SAP/DOCS/DOC-10434.pdf,2025-07-22,2026-08-20
DOC-10435,Contract,Service Contract Agreement - DOC-10435,Supply Chain,QRO-01,OWN-033,Active,v5.5,2023-05-15,2025-04-04,2023-10-13,2024-10-09,Approved,Restricted,SAP/DOCS/DOC-10435.pdf,2023-04-08,2023-05-13
DOC-10436,Work Instruction,Operational Work Instruction - DOC-10436,Supply Chain,QRO-01,OWN-047,Obsolete,v3.7,2023-12-18,2025-10-21,2024-02-26,,Pending,Restricted,SAP/DOCS/DOC-10436.pdf,2023-11-10,2025-04-23
DOC-10437,Quality Record,Quality Inspection Record - DOC-10437,Finance,CHI-01,OWN-041,Active,,2025-12-26,2028-05-03,2026-03-05,2027-02-23,Approved,Confidential,SAP/DOCS/DOC-10437.pdf,2025-11-15,2026-11-02
DOC-10438,Work Instruction,Operational Work Instruction - DOC-10438,Engineering,CHI-01,OWN-019,Active,v5.4,2025-12-15,2027-05-18,2026-08-17,2027-05-14,Approved,Public,SAP/DOCS/DOC-10438.pdf,2025-11-08,2027-06-09
DOC-10439,Compliance Document,Regulatory Compliance Document - DOC-10439,Engineering,CHI-02,OWN-002,Active,v5.1,2024-04-10,2024-11-28,2024-10-06,,Approved,Public,SAP/DOCS/DOC-10439.pdf,2024-03-04,2024-12-14
DOC-10440,Quality Record,Quality Inspection Record - DOC-10440,Program Management,CHI-02,OWN-038,Active,v3.2,2024-09-01,2025-06-22,2025-08-06,2026-03-18,Pending,Confidential,SAP/DOCS/DOC-10440.pdf,2024-08-31,2025-05-26
DOC-10441,Work Instruction,Operational Work Instruction - DOC-10441,Quality,MTY-01,OWN-039,Active,v4.6,2026-03-11,2027-08-24,2026-05-23,2026-12-26,Missing,Internal,SAP/DOCS/DOC-10441.pdf,2026-03-08,2027-04-05
DOC-10442,Compliance Document,Regulatory Compliance Document - DOC-10442,Operations,ELP-01,OWN-017,Expired,v2.7,2024-07-04,2025-12-19,2024-08-30,2025-08-09,Pending,Internal,SAP/DOCS/DOC-10442.pdf,2024-05-28,2025-07-11
DOC-10443,Work Instruction,Operational Work Instruction - DOC-10443,Operations,ELP-01,OWN-017,Obsolete,v1.4,2026-04-02,2027-10-22,2026-11-17,2027-09-14,Approved,Restricted,SAP/DOCS/DOC-10443.pdf,2026-03-18,2027-06-21
DOC-10444,Quality Record,Quality Inspection Record - DOC-10444,Engineering,CHI-01,OWN-028,Expired,v3.5,2023-06-23,2025-06-16,2024-06-13,2025-03-10,Approved,Confidential,SAP/DOCS/DOC-10444.pdf,2023-06-16,2024-03-19
